Language,original,english,czech,german,russian,polish,hungarian,italian,spanish,french,chinese,japanese,portuguese,chinesesimp
STR_MP90,MP9,MP9,MP9,MP9,MP9,MP9,MP9,MP9,MP9,MP9,MP9,MP9,MP9,MP9
STR_MP91,"The Brügger & Thomet MP9 (Maschinenpistole 9mm) is a machine pistol designed and manufactured by Brügger & Thomet of Switzerland. The MP9 is a selective-fire 9×19mm Parabellum caliber machine pistol. It uses 15, 20, 25, and 30 round transparent polymer detachable box magazines.","The Brügger & Thomet MP9 (Maschinenpistole 9mm) is a machine pistol designed and manufactured by Brügger & Thomet of Switzerland. The MP9 is a selective-fire 9×19mm Parabellum caliber machine pistol. It uses 15, 20, 25, and 30 round transparent polymer detachable box magazines.","The Brügger & Thomet MP9 (Maschinenpistole 9mm) is a machine pistol designed and manufactured by Brügger & Thomet of Switzerland. The MP9 is a selective-fire 9×19mm Parabellum caliber machine pistol. It uses 15, 20, 25, and 30 round transparent polymer detachable box magazines.","Die Brügger & Thomet MP9 (Maschinenpistole 9mm) ist eine Maschinenpistole, die von Brügger & Thomet aus der Schweiz entworfen und hergestellt wurde. Die MP9 ist eine 9 × 19 mm Parabellum-Maschinenpistole mit selektivem Feuer. Es werden 15-, 20- 25 und 30-Schuss Magazine aus transparentem Polymer verwendet.","Brügger & Thomet MP9 (Maschinenpistole 9mm) - пистолет-пулемет, разработанный и произведенный компанией Brügger & Thomet в Швейцарии. MP9 - это пистолет-пулемет селективного огня калибра 9 × 19 мм Parabellum. В нем используются съемные коробчатые магазины из прозрачного полимера на 15, 20, 25 и 30 круглых.","The Brügger & Thomet MP9 (Maschinenpistole 9mm) is a machine pistol designed and manufactured by Brügger & Thomet of Switzerland. The MP9 is a selective-fire 9×19mm Parabellum caliber machine pistol. It uses 15, 20, 25, and 30 round transparent polymer detachable box magazines.","The Brügger & Thomet MP9 (Maschinenpistole 9mm) is a machine pistol designed and manufactured by Brügger & Thomet of Switzerland. The MP9 is a selective-fire 9×19mm Parabellum caliber machine pistol. It uses 15, 20, 25, and 30 round transparent polymer detachable box magazines.","The Brügger & Thomet MP9 (Maschinenpistole 9mm) is a machine pistol designed and manufactured by Brügger & Thomet of Switzerland. The MP9 is a selective-fire 9×19mm Parabellum caliber machine pistol. It uses 15, 20, 25, and 30 round transparent polymer detachable box magazines.","La Brügger & Thomet MP9 (Maschinenpistole 9mm) es una pistola ametralladora diseñada y fabricada por Brügger & Thomet de Suiza. La MP9 es una pistola ametralladora de fuego selectivo de calibre 9×19mm Parabellum. Utiliza cargadores de caja desmontables de polímero transparente de 15, 20, 25 y 30 cartuchos.","Le Brügger & Thomet MP9 (Maschinen Pistole 9mm) est un pistolet mitrailleur conçu et fabriqué par Brügger & Thomet en Suisse. Le MP9 est un pistolet mitrailleur de calibre 9×19 mm à tir sélectif. Il utilise des chargeurs amovibles en polymère transparent de 15, 20, 25 et 30 munitions.","The Brügger & Thomet MP9 (Maschinenpistole 9mm) is a machine pistol designed and manufactured by Brügger & Thomet of Switzerland. The MP9 is a selective-fire 9×19mm Parabellum caliber machine pistol. It uses 15, 20, 25, and 30 round transparent polymer detachable box magazines.","The Brügger & Thomet MP9 (Maschinenpistole 9mm) is a machine pistol designed and manufactured by Brügger & Thomet of Switzerland. The MP9 is a selective-fire 9×19mm Parabellum caliber machine pistol. It uses 15, 20, 25, and 30 round transparent polymer detachable box magazines.","The Brügger & Thomet MP9 (Maschinenpistole 9mm) is a machine pistol designed and manufactured by Brügger & Thomet of Switzerland. The MP9 is a selective-fire 9×19mm Parabellum caliber machine pistol. It uses 15, 20, 25, and 30 round transparent polymer detachable box magazines.","The Brügger & Thomet MP9 (Maschinenpistole 9mm) is a machine pistol designed and manufactured by Brügger & Thomet of Switzerland. The MP9 is a selective-fire 9×19mm Parabellum caliber machine pistol. It uses 15, 20, 25, and 30 round transparent polymer detachable box magazines."
STR_MPX0,MPX .357,MPX .357,MPX .357,MPX .357,MPX .357,MPX .357,MPX .357,MPX .357,MPX .357,MPX .357,MPX .357,MPX .357,MPX .357,MPX .357
STR_MPX1,"The SIG MPX is a gas-operated submachinegun designed and manufactured by SIG Sauer, and is primarily chambered in 9×19mm Parabellum cartridge. It is a gas-operated firearm featuring a closed, rotating bolt. These design features, rare in submachine guns, were chosen to enhance the safety of the user and to have a more reliable firearm. It was designed in 2013 and was released to the general public in 2015. It features the SIG Sauer short stroke push-rod gas system to reduce the recoil and improves the reliability of the weapon.The MPX, in its second generation, features a system that would allow for conversion from 9mm to .357 or .40 S&W.","The SIG MPX is a gas-operated submachinegun designed and manufactured by SIG Sauer, and is primarily chambered in 9×19mm Parabellum cartridge. It is a gas-operated firearm featuring a closed, rotating bolt. These design features, rare in submachine guns, were chosen to enhance the safety of the user and to have a more reliable firearm. It was designed in 2013 and was released to the general public in 2015. It features the SIG Sauer short stroke push-rod gas system to reduce the recoil and improves the reliability of the weapon.The MPX, in its second generation, features a system that would allow for conversion from 9mm to .357 or .40 S&W.","The SIG MPX is a gas-operated submachinegun designed and manufactured by SIG Sauer, and is primarily chambered in 9×19mm Parabellum cartridge. It is a gas-operated firearm featuring a closed, rotating bolt. These design features, rare in submachine guns, were chosen to enhance the safety of the user and to have a more reliable firearm. It was designed in 2013 and was released to the general public in 2015. It features the SIG Sauer short stroke push-rod gas system to reduce the recoil and improves the reliability of the weapon.The MPX, in its second generation, features a system that would allow for conversion from 9mm to .357 or .40 S&W.","Die SIG MPX ist eine gasbetriebene Maschinenpistole, die von SIG Sauer entworfen und hergestellt wurde und hauptsächlich mit einer 9 × 19 mm Parabellum-Patrone geladen wird. Es ist eine gasbetriebene Feuerwaffe mit einem geschlossenen, rotierenden Bolzen. Diese Konstruktionsmerkmale, die bei Maschinenpistolen selten sind, wurden ausgewählt, um die Sicherheit des Benutzers zu erhöhen und eine zuverlässigere Waffe zu erhalten. Es wurde 2013 entworfen und 2015 der Öffentlichkeit zugänglich gemacht. Es verfügt über das Kurzhub-Schubstangengassystem SIG Sauer, um den Rückstoß zu verringern und die Zuverlässigkeit der Waffe zu verbessern. Der MPX in seiner zweiten Generation verfügt über ein System das eine Konvertierung von 9 mm auf .357 oder .40 S & W ermöglichen. ","SIG MPX - это газовый пистолет-пулемет, разработанный и произведенный SIG Sauer, и в основном он имеет патрон 9 × 19 мм Parabellum. Это газовое огнестрельное оружие с закрытым вращающимся затвором. Эти конструктивные особенности, редкие в пистолетах-пулеметах, были выбраны для повышения безопасности пользователя и создания более надежного огнестрельного оружия. Он был разработан в 2013 году и был выпущен для широкой публики в 2015 году. Он оснащен короткоходовой газовой системой SIG Sauer для уменьшения отдачи и повышения надежности оружия. MPX во втором поколении имеет такую систему, которая позволяет преобразовать 9 мм в .357 или .40 S&W.","The SIG MPX is a gas-operated submachinegun designed and manufactured by SIG Sauer, and is primarily chambered in 9×19mm Parabellum cartridge. It is a gas-operated firearm featuring a closed, rotating bolt. These design features, rare in submachine guns, were chosen to enhance the safety of the user and to have a more reliable firearm. It was designed in 2013 and was released to the general public in 2015. It features the SIG Sauer short stroke push-rod gas system to reduce the recoil and improves the reliability of the weapon.The MPX, in its second generation, features a system that would allow for conversion from 9mm to .357 or .40 S&W.","The SIG MPX is a gas-operated submachinegun designed and manufactured by SIG Sauer, and is primarily chambered in 9×19mm Parabellum cartridge. It is a gas-operated firearm featuring a closed, rotating bolt. These design features, rare in submachine guns, were chosen to enhance the safety of the user and to have a more reliable firearm. It was designed in 2013 and was released to the general public in 2015. It features the SIG Sauer short stroke push-rod gas system to reduce the recoil and improves the reliability of the weapon.The MPX, in its second generation, features a system that would allow for conversion from 9mm to .357 or .40 S&W.","The SIG MPX is a gas-operated submachinegun designed and manufactured by SIG Sauer, and is primarily chambered in 9×19mm Parabellum cartridge. It is a gas-operated firearm featuring a closed, rotating bolt. These design features, rare in submachine guns, were chosen to enhance the safety of the user and to have a more reliable firearm. It was designed in 2013 and was released to the general public in 2015. It features the SIG Sauer short stroke push-rod gas system to reduce the recoil and improves the reliability of the weapon.The MPX, in its second generation, features a system that would allow for conversion from 9mm to .357 or .40 S&W.","La SIG MPX es una subametralladora de gas diseñada y fabricada por SIG Sauer, con recámara principalmente en cartucho 9×19mm Parabellum. Es un arma de fuego accionada por gas que cuenta con un cerrojo cerrado y giratorio. Estas características de diseño, poco frecuentes en los subfusiles, se eligieron para mejorar la seguridad del usuario y tener un arma de fuego más fiable. Fue diseñada en 2013 y salió a la venta al público en 2015. Cuenta con el sistema de gas de varilla de empuje de carrera corta de SIG Sauer para reducir el retroceso y mejorar la fiabilidad del arma.La MPX, en su segunda generación, cuenta con un sistema que permitiría la conversión de 9mm a .357 o .40 S&W.","Le SIG MPX est un pistolet mitrailleur à gaz conçu et fabriqué par SIG Sauer, et est principalement chambré dans une cartouche Parabellum 9 × 19 mm. Il s'agit d'une arme à feu à gaz dotée d'un verrou rotatif fermé. Ces caractéristiques de conception, rares dans les mitraillettes, ont été choisies pour améliorer la sécurité de l'utilisateur et pour avoir une arme à feu plus fiable. Il a été conçu en 2013 et a été mis à la disposition du grand public en 2015. Il est équipé du système de gaz à tige-poussoir SIG Sauer à course courte pour réduire le recul et améliorer la fiabilité de l'arme.Le MPX, dans sa deuxième génération, dispose d'un système qui permettrait la conversion de 9 mm à .357 ou .40 S&W.","The SIG MPX is a gas-operated submachinegun designed and manufactured by SIG Sauer, and is primarily chambered in 9×19mm Parabellum cartridge. It is a gas-operated firearm featuring a closed, rotating bolt. These design features, rare in submachine guns, were chosen to enhance the safety of the user and to have a more reliable firearm. It was designed in 2013 and was released to the general public in 2015. It features the SIG Sauer short stroke push-rod gas system to reduce the recoil and improves the reliability of the weapon.The MPX, in its second generation, features a system that would allow for conversion from 9mm to .357 or .40 S&W.","The SIG MPX is a gas-operated submachinegun designed and manufactured by SIG Sauer, and is primarily chambered in 9×19mm Parabellum cartridge. It is a gas-operated firearm featuring a closed, rotating bolt. These design features, rare in submachine guns, were chosen to enhance the safety of the user and to have a more reliable firearm. It was designed in 2013 and was released to the general public in 2015. It features the SIG Sauer short stroke push-rod gas system to reduce the recoil and improves the reliability of the weapon.The MPX, in its second generation, features a system that would allow for conversion from 9mm to .357 or .40 S&W.","The SIG MPX is a gas-operated submachinegun designed and manufactured by SIG Sauer, and is primarily chambered in 9×19mm Parabellum cartridge. It is a gas-operated firearm featuring a closed, rotating bolt. These design features, rare in submachine guns, were chosen to enhance the safety of the user and to have a more reliable firearm. It was designed in 2013 and was released to the general public in 2015. It features the SIG Sauer short stroke push-rod gas system to reduce the recoil and improves the reliability of the weapon.The MPX, in its second generation, features a system that would allow for conversion from 9mm to .357 or .40 S&W.","The SIG MPX is a gas-operated submachinegun designed and manufactured by SIG Sauer, and is primarily chambered in 9×19mm Parabellum cartridge. It is a gas-operated firearm featuring a closed, rotating bolt. These design features, rare in submachine guns, were chosen to enhance the safety of the user and to have a more reliable firearm. It was designed in 2013 and was released to the general public in 2015. It features the SIG Sauer short stroke push-rod gas system to reduce the recoil and improves the reliability of the weapon.The MPX, in its second generation, features a system that would allow for conversion from 9mm to .357 or .40 S&W."
STR_MRAD_Green0,Green MRAD,Green MRAD,Green MRAD,MRAD Grün,Зелёный MRAD,Green MRAD,Green MRAD,Green MRAD,MRAD Verde,MRAD Vert,Green MRAD,Green MRAD,Green MRAD,Green MRAD
STR_MRAD_Sand0,Sand MRAD,Sand MRAD,Sand MRAD,MRAD Sand,Песочный MRAD,Sand MRAD,Sand MRAD,Sand MRAD,MRAD Arena,MRAD Sable,Sand MRAD,Sand MRAD,Sand MRAD,Sand MRAD
STR_MRAD0,MRAD,MRAD,MRAD,MRAD,MRAD,MRAD,MRAD,MRAD,MRAD,MRAD,MRAD,MRAD,MRAD,MRAD
STR_MRAD1,The Barrett MRAD or multi-role adaptive design is a bolt-action sniper rifle that was designed by Barrett to meet the requirements of the SOCOM PSR. The MRAD is based on the Barrett 98B with a number of modifications and improvements. The Barrett MRAD was named the 2012 Rifle of the Year by the NRA.,The Barrett MRAD or multi-role adaptive design is a bolt-action sniper rifle that was designed by Barrett to meet the requirements of the SOCOM PSR. The MRAD is based on the Barrett 98B with a number of modifications and improvements. The Barrett MRAD was named the 2012 Rifle of the Year by the NRA.,The Barrett MRAD or multi-role adaptive design is a bolt-action sniper rifle that was designed by Barrett to meet the requirements of the SOCOM PSR. The MRAD is based on the Barrett 98B with a number of modifications and improvements. The Barrett MRAD was named the 2012 Rifle of the Year by the NRA.,"Das Barrett MRAD oder Multi-role adaptive Design ist ein Repetierbüchsengewehr, das von Barrett entwickelt wurde, um die Anforderungen des SOCOM PSR zu erfüllen. Der MRAD basiert auf dem Barrett 98B mit einer Reihe von Modifikationen und Verbesserungen. Der Barrett MRAD wurde von der NRA zum Gewehr des Jahres 2012 ernannt.","Barrett MRAD или многофункциональная адаптивная конструкция - это снайперская винтовка с продольно-скользящим затвором, разработанная Barrett в соответствии с требованиями SOCOM PSR. MRAD основан на Barrett 98B с рядом модификаций и улучшений. NRA назвала Barrett MRAD винтовкой года 2012 года.",The Barrett MRAD or multi-role adaptive design is a bolt-action sniper rifle that was designed by Barrett to meet the requirements of the SOCOM PSR. The MRAD is based on the Barrett 98B with a number of modifications and improvements. The Barrett MRAD was named the 2012 Rifle of the Year by the NRA.,The Barrett MRAD or multi-role adaptive design is a bolt-action sniper rifle that was designed by Barrett to meet the requirements of the SOCOM PSR. The MRAD is based on the Barrett 98B with a number of modifications and improvements. The Barrett MRAD was named the 2012 Rifle of the Year by the NRA.,The Barrett MRAD or multi-role adaptive design is a bolt-action sniper rifle that was designed by Barrett to meet the requirements of the SOCOM PSR. The MRAD is based on the Barrett 98B with a number of modifications and improvements. The Barrett MRAD was named the 2012 Rifle of the Year by the NRA.,El Barrett MRAD o diseño adaptativo multirol es un rifle de francotirador de cerrojo que fue diseñado por Barrett para cumplir con los requisitos del SOCOM PSR. El MRAD se basa en el Barrett 98B con una serie de modificaciones y mejoras. El Barrett MRAD fue nombrado Rifle del Año 2012 por la NRA.,Le Barrett MRAD ou conception adaptative multi-rôles est un fusil de précision à verrou qui a été conçu par Barrett pour répondre aux exigences du SOCOM PSR. Le MRAD est basé sur le Barrett 98B avec un certain nombre de modifications et d'améliorations. Le Barrett MRAD a été nommé le fusil de l'année 2012 par la NRA.,The Barrett MRAD or multi-role adaptive design is a bolt-action sniper rifle that was designed by Barrett to meet the requirements of the SOCOM PSR. The MRAD is based on the Barrett 98B with a number of modifications and improvements. The Barrett MRAD was named the 2012 Rifle of the Year by the NRA.,The Barrett MRAD or multi-role adaptive design is a bolt-action sniper rifle that was designed by Barrett to meet the requirements of the SOCOM PSR. The MRAD is based on the Barrett 98B with a number of modifications and improvements. The Barrett MRAD was named the 2012 Rifle of the Year by the NRA.,The Barrett MRAD or multi-role adaptive design is a bolt-action sniper rifle that was designed by Barrett to meet the requirements of the SOCOM PSR. The MRAD is based on the Barrett 98B with a number of modifications and improvements. The Barrett MRAD was named the 2012 Rifle of the Year by the NRA.,The Barrett MRAD or multi-role adaptive design is a bolt-action sniper rifle that was designed by Barrett to meet the requirements of the SOCOM PSR. The MRAD is based on the Barrett 98B with a number of modifications and improvements. The Barrett MRAD was named the 2012 Rifle of the Year by the NRA.
STR_R870T_ABS0,ABS 870 Tactical,ABS 870 Tactical,ABS 870 Tactical,ABS 870 Tactical,ABS 870 Tactical,ABS 870 Tactical,ABS 870 Tactical,ABS 870 Tactical,ABS 870 Táctico,870 Tactical ABS,ABS 870 Tactical,ABS 870 Tactical,ABS 870 Tactical,ABS 870 Tactical
STR_R870T0,870 Tactical,870 Tactical,870 Tactical,870 Tactical,870 Tactical,870 Tactical,870 Tactical,870 Tactical,870 Táctico,870 Tactical,870 Tactical,870 Tactical,870 Tactical,870 Tactical
STR_R870T1,"The Remington Model 870 is a pump-action shotgun manufactured by Remington Arms Company, LLC. It is widely used by the public for sport shooting, hunting, and self-defense and used by law enforcement and military organizations worldwide.","The Remington Model 870 is a pump-action shotgun manufactured by Remington Arms Company, LLC. It is widely used by the public for sport shooting, hunting, and self-defense and used by law enforcement and military organizations worldwide.","The Remington Model 870 is a pump-action shotgun manufactured by Remington Arms Company, LLC. It is widely used by the public for sport shooting, hunting, and self-defense and used by law enforcement and military organizations worldwide.","The Remington Model 870 is a pump-action shotgun manufactured by Remington Arms Company, LLC. It is widely used by the public for sport shooting, hunting, and self-defense and used by law enforcement and military organizations worldwide.","Remington Model 870 - помповое ружье, производимое Remington Arms Company, LLC. Он широко используется населением для спортивной стрельбы, охоты и самообороны, а также используется правоохранительными и военными организациями по всему миру.","The Remington Model 870 is a pump-action shotgun manufactured by Remington Arms Company, LLC. It is widely used by the public for sport shooting, hunting, and self-defense and used by law enforcement and military organizations worldwide.","The Remington Model 870 is a pump-action shotgun manufactured by Remington Arms Company, LLC. It is widely used by the public for sport shooting, hunting, and self-defense and used by law enforcement and military organizations worldwide.","The Remington Model 870 is a pump-action shotgun manufactured by Remington Arms Company, LLC. It is widely used by the public for sport shooting, hunting, and self-defense and used by law enforcement and military organizations worldwide.","El modelo 870 de Remington es una escopeta de bombeo fabricada por Remington Arms Company, LLC. Es ampliamente utilizada por el público para el tiro deportivo, la caza y la defensa personal y utilizada por las fuerzas del orden y las organizaciones militares en todo el mundo.","Le Remington model 870 est un fusil à pompe fabriqué aux États-Unis depuis 1950 par Remington Arms. Il est très populaire parmi les chasseurs, les tireurs sportifs, et les services de police et militaires.","The Remington Model 870 is a pump-action shotgun manufactured by Remington Arms Company, LLC. It is widely used by the public for sport shooting, hunting, and self-defense and used by law enforcement and military organizations worldwide.","The Remington Model 870 is a pump-action shotgun manufactured by Remington Arms Company, LLC. It is widely used by the public for sport shooting, hunting, and self-defense and used by law enforcement and military organizations worldwide.","The Remington Model 870 is a pump-action shotgun manufactured by Remington Arms Company, LLC. It is widely used by the public for sport shooting, hunting, and self-defense and used by law enforcement and military organizations worldwide.","The Remington Model 870 is a pump-action shotgun manufactured by Remington Arms Company, LLC. It is widely used by the public for sport shooting, hunting, and self-defense and used by law enforcement and military organizations worldwide."
STR_RecurvedBow0,Recurved Bow,Recurved Bow,Recurved Bow,Recurved Bogen,Изогнутый лук,Recurved Bow,Recurved Bow,Recurved Bow,Arco Recurvado,Arc Courbe,Recurved Bow,Recurved Bow,Recurved Bow,Recurved Bow
STR_RecurvedBow1,"Silent and deadly, this bow is a real friend for all hunnters.","Silent and deadly, this bow is a real friend for all hunnters.","Silent and deadly, this bow is a real friend for all hunnters.",Lautlos und tödlich ist dieser Bogen ein echter Freund für alle Jäger.,"Бесшумный и смертоносный, этот лук - настоящий друг для всех охотников.","Silent and deadly, this bow is a real friend for all hunnters.","Silent and deadly, this bow is a real friend for all hunnters.","Silent and deadly, this bow is a real friend for all hunnters.","Silencioso y mortal, este arco es un verdadero amigo para todos los cazadores.","Silencieux et mortel, cet arc est un véritable ami pour le chasseur.","Silent and deadly, this bow is a real friend for all hunnters.","Silent and deadly, this bow is a real friend for all hunnters.","Silent and deadly, this bow is a real friend for all hunnters.","Silent and deadly, this bow is a real friend for all hunnters."
STR_Ruger1022_Camo0,Camo Ruger 10/22,Camo Ruger 10/22,Camo Ruger 10/22,Ruger 10/22 Tarn,Camo Ruger 10/22,Camo Ruger 10/22,Camo Ruger 10/22,Camo Ruger 10/22,Ruger 10/22 Camo,Ruger 10/22 Camo,Camo Ruger 10/22,Camo Ruger 10/22,Camo Ruger 10/22,Camo Ruger 10/22
STR_Ruger10220,Ruger 10/22,Ruger 10/22,Ruger 10/22,Ruger 10/22,Ruger 10/22,Ruger 10/22,Ruger 10/22,Ruger 10/22,Ruger 10/22,Ruger 10/22,Ruger 10/22,Ruger 10/22,Ruger 10/22,Ruger 10/22
STR_Ruger10221,"The Ruger 10/22 is a semi-automatic rifle produced by American firearm manufacturer Sturm, Ruger & Co., chambered for the .22 Long Rifle rimfire cartridge. It uses a patented 10 rounds rotary magazine, though higher capacity box magazines are also available. The standard Carbine version of the Ruger 10/22 has been in production continuously since 1964, making it one of the most successful rimfire rifle designs in history.","The Ruger 10/22 is a semi-automatic rifle produced by American firearm manufacturer Sturm, Ruger & Co., chambered for the .22 Long Rifle rimfire cartridge. It uses a patented 10 rounds rotary magazine, though higher capacity box magazines are also available. The standard Carbine version of the Ruger 10/22 has been in production continuously since 1964, making it one of the most successful rimfire rifle designs in history.","The Ruger 10/22 is a semi-automatic rifle produced by American firearm manufacturer Sturm, Ruger & Co., chambered for the .22 Long Rifle rimfire cartridge. It uses a patented 10 rounds rotary magazine, though higher capacity box magazines are also available. The standard Carbine version of the Ruger 10/22 has been in production continuously since 1964, making it one of the most successful rimfire rifle designs in history.","Das Ruger 10/22 ist ein halbautomatisches Gewehr des amerikanischen Waffenherstellers Sturm, Ruger & Co., das für die Randfeuerpatrone .22 Long Rifle vorgesehen ist. Es wird ein patentiertes 10-Schuss-Rotationsmagazin verwendet, es sind jedoch auch Boxmagazine mit höherer Kapazität erhältlich. Die Standard-Carbine-Version des Ruger 10/22 wird seit 1964 kontinuierlich produziert und ist damit eines der erfolgreichsten Randfeuergewehrdesigns in der Geschichte. ","Ruger 10/22 - это полуавтоматическая винтовка, производимая американским производителем огнестрельного оружия Sturm, Ruger & Co., под патрон .22 Long Rifle с кольцевым воспламенением. В нем используется запатентованный поворотный магазин на 10 патронов, хотя также доступны коробчатые магазины большей емкости. Стандартная версия карабина Ruger 10/22 непрерывно производилась с 1964 года, что сделало ее одной из самых успешных моделей винтовок с кольцевым воспламенением в истории.","The Ruger 10/22 is a semi-automatic rifle produced by American firearm manufacturer Sturm, Ruger & Co., chambered for the .22 Long Rifle rimfire cartridge. It uses a patented 10 rounds rotary magazine, though higher capacity box magazines are also available. The standard Carbine version of the Ruger 10/22 has been in production continuously since 1964, making it one of the most successful rimfire rifle designs in history.","The Ruger 10/22 is a semi-automatic rifle produced by American firearm manufacturer Sturm, Ruger & Co., chambered for the .22 Long Rifle rimfire cartridge. It uses a patented 10 rounds rotary magazine, though higher capacity box magazines are also available. The standard Carbine version of the Ruger 10/22 has been in production continuously since 1964, making it one of the most successful rimfire rifle designs in history.","The Ruger 10/22 is a semi-automatic rifle produced by American firearm manufacturer Sturm, Ruger & Co., chambered for the .22 Long Rifle rimfire cartridge. It uses a patented 10 rounds rotary magazine, though higher capacity box magazines are also available. The standard Carbine version of the Ruger 10/22 has been in production continuously since 1964, making it one of the most successful rimfire rifle designs in history.","El Ruger 10/22 es un rifle semiautomático producido por el fabricante estadounidense de armas de fuego Sturm, Ruger & Co. Utiliza un cargador rotativo patentado de 10 cartuchos, aunque también hay disponibles cargadores de caja de mayor capacidad. La versión estándar de la carabina del Ruger 10/22 ha estado en producción de forma continua desde 1964, lo que la convierte en uno de los diseños de rifles de percusión anular más exitosos de la historia.","Le Ruger 10/22 est un carabine semi-automatique produite par le fabricant américain d'armes à feu Sturm, Ruger & Co., chambrée pour la cartouche .22 Long Rifle. Il utilise un magasin rotatif 10 coups, bien que des magasins de plus grande capacité soient également disponibles. La version standard Carbine Ruger 10/22 est en production continue depuis 1964, ce qui en fait l'un des modèles de carabine les plus réussis de l'histoire.","The Ruger 10/22 is a semi-automatic rifle produced by American firearm manufacturer Sturm, Ruger & Co., chambered for the .22 Long Rifle rimfire cartridge. It uses a patented 10 rounds rotary magazine, though higher capacity box magazines are also available. The standard Carbine version of the Ruger 10/22 has been in production continuously since 1964, making it one of the most successful rimfire rifle designs in history.","The Ruger 10/22 is a semi-automatic rifle produced by American firearm manufacturer Sturm, Ruger & Co., chambered for the .22 Long Rifle rimfire cartridge. It uses a patented 10 rounds rotary magazine, though higher capacity box magazines are also available. The standard Carbine version of the Ruger 10/22 has been in production continuously since 1964, making it one of the most successful rimfire rifle designs in history.","The Ruger 10/22 is a semi-automatic rifle produced by American firearm manufacturer Sturm, Ruger & Co., chambered for the .22 Long Rifle rimfire cartridge. It uses a patented 10 rounds rotary magazine, though higher capacity box magazines are also available. The standard Carbine version of the Ruger 10/22 has been in production continuously since 1964, making it one of the most successful rimfire rifle designs in history.","The Ruger 10/22 is a semi-automatic rifle produced by American firearm manufacturer Sturm, Ruger & Co., chambered for the .22 Long Rifle rimfire cartridge. It uses a patented 10 rounds rotary magazine, though higher capacity box magazines are also available. The standard Carbine version of the Ruger 10/22 has been in production continuously since 1964, making it one of the most successful rimfire rifle designs in history."
STR_SIG5530,SIG-553,SIG-553,SIG-553,SIG-553,SIG-553,SIG-553,SIG-553,SIG-553,SIG-553,SIG-553,SIG-553,SIG-553,SIG-553,SIG-553
