Language,original,english,czech,german,russian,polish,hungarian,italian,spanish,french,chinese,japanese,portuguese,chinesesimp
STR_HRS_MarcasiteStone1,"This rock of greenish black appearance, allows by shock to easily create fire, it can be used combined with a good fuel such as tinder mushroom.","This rock of greenish black appearance, allows by shock to easily create fire, it can be used combined with a good fuel such as tinder mushroom.","This rock of greenish black appearance, allows by shock to easily create fire, it can be used combined with a good fuel such as tinder mushroom.","This rock of greenish black appearance, allows by shock to easily create fire, it can be used combined with a good fuel such as tinder mushroom.",Этот камень выдаёт отличные искры при ударе по нему. Хорошо сочитается с чем нибудь вроде трутовика,"This rock of greenish black appearance, allows by shock to easily create fire, it can be used combined with a good fuel such as tinder mushroom.","This rock of greenish black appearance, allows by shock to easily create fire, it can be used combined with a good fuel such as tinder mushroom.","This rock of greenish black appearance, allows by shock to easily create fire, it can be used combined with a good fuel such as tinder mushroom.","This rock of greenish black appearance, allows by shock to easily create fire, it can be used combined with a good fuel such as tinder mushroom.","Cette roche d'aspect noire verdatre, permet par choc de créer facilement du feu, elle peut être utilse combinée à un bon combustible comme l'amadouvier.","This rock of greenish black appearance, allows by shock to easily create fire, it can be used combined with a good fuel such as tinder mushroom.","This rock of greenish black appearance, allows by shock to easily create fire, it can be used combined with a good fuel such as tinder mushroom.","Esta rocha de aspecto negro esverdeado, permite ao chocar criar facilmente o fogo, podendo ser utilizada em combinação com um bom combustível como o cogumelo inflamável.","This rock of greenish black appearance, allows by shock to easily create fire, it can be used combined with a good fuel such as tinder mushroom."
STR_HRS_MeleeRopeSling0,Rope Melee Sling,Rope Melee Sling,Rope Melee Sling,Rope Melee Sling,Rope Melee Sling,Rope Melee Sling,Rope Melee Sling,Rope Melee Sling,Rope Melee Sling,Sangle de mélée en corde,Rope Melee Sling,Rope Melee Sling,Rope Melee Sling,Rope Melee Sling
STR_HRS_MeleeRopeSling1,A sling made with two ropes,A sling made with two ropes,A sling made with two ropes,A sling made with two ropes,"Ремень из двух верёвок, для удобной переноски огнестрела",A sling made with two ropes,A sling made with two ropes,A sling made with two ropes,A sling made with two ropes,Une sangle fabriquée avec deux cordes,A sling made with two ropes,A sling made with two ropes,Uma bandoleira improvisada feita com duas cordas.,A sling made with two ropes
STR_HRS_MilSynth_Fern0,Synthetic Fern Kit,Synthetic Fern Kit,Synthetic Fern Kit,synthetischer Farn,Пластиковый папоротник,Synthetic Fern Kit,Synthetic Fern Kit,Synthetic Fern Kit,Kit de hojas sinteticas,Kit Fougères Synthétiques,Synthetic Fern Kit,Synthetic Fern Kit,Kit de samambaia sintética,Synthetic Fern Kit
STR_HRS_MilSynth_Fern1,A bag with some syntetic fern leaves for militaries purposes.,A bag with some syntetic fern leaves for militaries purposes.,A bag with some syntetic fern leaves for militaries purposes.,Ein Sack mit synthetischem Farn für militärische Zwecke.,Мешок с пластиковой маскировкой в виде папоротника,A bag with some syntetic fern leaves for militaries purposes.,A bag with some syntetic fern leaves for militaries purposes.,A bag with some syntetic fern leaves for militaries purposes.,Una bolsa con algunas hojas de helecho sintético para fines militares.,Un sac avec des feuilles de fougères synthétiques pour utilisations militaires.,A bag with some syntetic fern leaves for militaries purposes.,A bag with some syntetic fern leaves for militaries purposes.,Um saco com algumas folhas de samambaia sintética para fins militares.,A bag with some syntetic fern leaves for militaries purposes.
STR_HRS_MooBox0,MooBox,MooBox,MooBox,Muhbox,Коровий манок,MooBox,MooBox,MooBox,"Cajita ""Muuu""",Boite à Meuh,MooBox,MooBox,"Caixinha ""Muuu""",MooBox
STR_HRS_MooBox1,Useless but Fun… Shake it for a surprise…,Useless but Fun… Shake it for a surprise…,Useless but Fun… Shake it for a surprise…,Unnütz aber lustig... für eine Überraschung schütteln.,Бесполезно но прикольно,Useless but Fun… Shake it for a surprise…,Useless but Fun… Shake it for a surprise…,Useless but Fun… Shake it for a surprise…,Innecesario pero divertido. Agitalo para llevarte una sorpresa.,"Inutile, mais tellement drôle… Tournez pour avoir une surprise...",Useless but Fun… Shake it for a surprise…,Useless but Fun… Shake it for a surprise…,"Inútil, mas divertido ... Agite-o para uma surpresa ...",Useless but Fun… Shake it for a surprise…
STR_HRS_Pickaxe_Handle0,Handmade Pickaxe Handle,Handmade Pickaxe Handle,Handmade Pickaxe Handle,handgemachter Spitzhackenstiel,Рукоять для каменной кирки,Handmade Pickaxe Handle,Handmade Pickaxe Handle,Handmade Pickaxe Handle,Mango de pico hecho a mano,Manche de pioche,Handmade Pickaxe Handle,Handmade Pickaxe Handle,Cabo de picareta improvisado,Handmade Pickaxe Handle
STR_HRS_Pickaxe_Handle1,A pickaxe handle made with wood parts,A pickaxe handle made with wood parts,A pickaxe handle made with wood parts,A pickaxe handle made with wood parts,Самодельная деревянная рукоять,A pickaxe handle made with wood parts,A pickaxe handle made with wood parts,A pickaxe handle made with wood parts,A pickaxe handle made with wood parts,Un manche de pioche fabriqué avec des morceaux de bois,A pickaxe handle made with wood parts,A pickaxe handle made with wood parts,Um cabo de picareta feito com partes de madeira.,A pickaxe handle made with wood parts
STR_HRS_Pickaxe_Head0,Handmade Pickaxe Head,Handmade Pickaxe Head,Handmade Pickaxe Head,handgemachter Spitzhackenkopf,Лезвие каменной кирки,Handmade Pickaxe Head,Handmade Pickaxe Head,Handmade Pickaxe Head,Cabeza de pico hecha a mano,Tête de pioche,Handmade Pickaxe Head,Handmade Pickaxe Head,Cabeça de picareta improvisado,Handmade Pickaxe Head
STR_HRS_Pickaxe_Head1,A pickaxe head made with a stone,A pickaxe head made with a stone,A pickaxe head made with a stone,A pickaxe head made with a stone,Заострённый камень для установки на рукоять,A pickaxe head made with a stone,A pickaxe head made with a stone,A pickaxe head made with a stone,A pickaxe head made with a stone,Une tête de pioche fabriquée à partir d'une pierre,A pickaxe head made with a stone,A pickaxe head made with a stone,Uma cabeça de picareta feita com uma pedra moldada.,A pickaxe head made with a stone
STR_HRS_Pickaxe0,Handmade Pickaxe,Handmade Pickaxe,Handmade Pickaxe,handgemachte Spitzhacke,Каменная кирка,Handmade Pickaxe,Handmade Pickaxe,Handmade Pickaxe,Pico hecho a mano,Pioche improvisée,Handmade Pickaxe,Handmade Pickaxe,Picareta improvisada,Handmade Pickaxe
STR_HRS_Pickaxe1,In prehistoric times large shed deer antler where used as a one-pointed pickaxe.It is thought to be one of the oldest tools used by mankind.Associated with everything from cultivation of land to mining and war over the centuries.This one despite of the lack of durability will be quite usefull if u can't find his metal equivalent.,In prehistoric times large shed deer antler where used as a one-pointed pickaxe.It is thought to be one of the oldest tools used by mankind.Associated with everything from cultivation of land to mining and war over the centuries.This one despite of the lack of durability will be quite usefull if u can't find his metal equivalent.,In prehistoric times large shed deer antler where used as a one-pointed pickaxe.It is thought to be one of the oldest tools used by mankind.Associated with everything from cultivation of land to mining and war over the centuries.This one despite of the lack of durability will be quite usefull if u can't find his metal equivalent.,"In prähistorischen Zeiten wurden große Hirschgeweihe als einseitige Spitzhacken genutzt. Es wird vermutet, dass diese eines der ältesten Werkzeuge in der Menschheitsgeschichte sind. Über die Jahunderte wurden sie zum Kultivieren von Land, im Bergbau und im Krieg benutzt. Trotz der geringen Haltbarkeit ist diese Spitzhacke sehr praktisch, wenn man keine aus Metall finden kann.","В доисторические времена большой рога оленя использовались как однонаправленная кирка. Считается, что это один из древнейших инструментов, используемых человечеством, на протяжении веков связанный со всем, от обработки земли до добычи полезных ископаемых. В нашем случае это каменный аналог",In prehistoric times large shed deer antler where used as a one-pointed pickaxe.It is thought to be one of the oldest tools used by mankind.Associated with everything from cultivation of land to mining and war over the centuries.This one despite of the lack of durability will be quite usefull if u can't find his metal equivalent.,In prehistoric times large shed deer antler where used as a one-pointed pickaxe.It is thought to be one of the oldest tools used by mankind.Associated with everything from cultivation of land to mining and war over the centuries.This one despite of the lack of durability will be quite usefull if u can't find his metal equivalent.,In prehistoric times large shed deer antler where used as a one-pointed pickaxe.It is thought to be one of the oldest tools used by mankind.Associated with everything from cultivation of land to mining and war over the centuries.This one despite of the lack of durability will be quite usefull if u can't find his metal equivalent.,"En la prehistoria se utilizaba el cuerno de ciervo como pico de una sola punta. Se cree que es una de las herramientas más antiguas utilizadas por la humanidad, asociada a todo, desde el cultivo de la tierra hasta la minería y la guerra a lo largo de los siglos.","Dans les temps préhistoriques les bois de cerf étaient utilisés comme une pioche. On pense qu’il s’agit de l’un des outils les plus anciens utilisés par l’humanité. Associé à tout, de la culture de la terre à l’exploitation minière et la guerre au cours des siècles. Celui-ci en dépit du manque de durabilité sera très utile si vous ne pouvez pas trouver son équivalent métallique.",In prehistoric times large shed deer antler where used as a one-pointed pickaxe.It is thought to be one of the oldest tools used by mankind.Associated with everything from cultivation of land to mining and war over the centuries.This one despite of the lack of durability will be quite usefull if u can't find his metal equivalent.,In prehistoric times large shed deer antler where used as a one-pointed pickaxe.It is thought to be one of the oldest tools used by mankind.Associated with everything from cultivation of land to mining and war over the centuries.This one despite of the lack of durability will be quite usefull if u can't find his metal equivalent.,"Nos tempos pré-históricos, grandes chifres de veado eram usados ​​como picaretas de uma ponta. É considerada uma das ferramentas mais antigas usadas pela humanidade. Está associada a tudo, desde o cultivo da terra até a mineração e a guerra ao longo dos séculos. a falta de durabilidade será bastante útil se você não conseguir encontrar seu equivalente em metal.",In prehistoric times large shed deer antler where used as a one-pointed pickaxe.It is thought to be one of the oldest tools used by mankind.Associated with everything from cultivation of land to mining and war over the centuries.This one despite of the lack of durability will be quite usefull if u can't find his metal equivalent.
STR_HRS_Pliers0,Handmade Pliers,Handmade Pliers,Handmade Pliers,handgemachte Zange,Самодельные плосскогубцы,Handmade Pliers,Handmade Pliers,Handmade Pliers,Alicates hechos a mano,Pinces improvisées,Handmade Pliers,Handmade Pliers,Alicates improvisada,Handmade Pliers
STR_HRS_Pliers1,"It’s believed the first pliers were invented more than 5000 years ago, around 3000BC, and that they were most likely initially made of wood. They, in time, came to be crafted from bronze, and later from stronger materials including iron and steel.","It’s believed the first pliers were invented more than 5000 years ago, around 3000BC, and that they were most likely initially made of wood. They, in time, came to be crafted from bronze, and later from stronger materials including iron and steel.","It’s believed the first pliers were invented more than 5000 years ago, around 3000BC, and that they were most likely initially made of wood. They, in time, came to be crafted from bronze, and later from stronger materials including iron and steel.","Es wird vermutet, dass die ersten Zangen vor 5000 Jahren hergestellt wurden (ungefähr 3000 BC) und ursprünglich aus Holz waren. Im Laufe der Zeit wurden sie aus Bronze und später dann aus noch stabileren Materialien wie Eisen und Stahl hergestellt.","Считается, что первые плоскогубцы были изобретены более 5000 лет назад, около 3000 г. до н.э., и, скорее всего, изначально они были сделаны из дерева. Со временем они стали изготавливаться из бронзы, а затем из более прочных материалов, включая железо и сталь. ","It’s believed the first pliers were invented more than 5000 years ago, around 3000BC, and that they were most likely initially made of wood. They, in time, came to be crafted from bronze, and later from stronger materials including iron and steel.","It’s believed the first pliers were invented more than 5000 years ago, around 3000BC, and that they were most likely initially made of wood. They, in time, came to be crafted from bronze, and later from stronger materials including iron and steel.","It’s believed the first pliers were invented more than 5000 years ago, around 3000BC, and that they were most likely initially made of wood. They, in time, came to be crafted from bronze, and later from stronger materials including iron and steel.","Se cree que los primeros alicates se inventaron hace más de 5.000 años, alrededor del año 3.000 a.C., y que lo más probable es que al principio fueran de madera. Con el tiempo, pasaron a fabricarse en bronce y, posteriormente, en materiales más resistentes, como el hierro y el acero.","On pense que les premières pinces ont été inventées il y a plus de 5000 ans, vers 3000 avant JC, et qu’elles étaient très probablement initialement en bois. Avec le temps, ils ont été fabriqués à partir de bronze, puis de matériaux plus solides, notamment le fer et l'acier.","It’s believed the first pliers were invented more than 5000 years ago, around 3000BC, and that they were most likely initially made of wood. They, in time, came to be crafted from bronze, and later from stronger materials including iron and steel.","It’s believed the first pliers were invented more than 5000 years ago, around 3000BC, and that they were most likely initially made of wood. They, in time, came to be crafted from bronze, and later from stronger materials including iron and steel.","Acredita-se que o primeiro alicate foi inventado há mais de 5.000 anos, por volta de 3.000 AC, e que provavelmente eram inicialmente feitos de madeira. Com o tempo, eles passaram a ser feitos de bronze e, mais tarde, de materiais mais fortes, incluindo ferro e aço.","It’s believed the first pliers were invented more than 5000 years ago, around 3000BC, and that they were most likely initially made of wood. They, in time, came to be crafted from bronze, and later from stronger materials including iron and steel."
STR_HRS_Radio0,Radio-Cassette Player,Radio-Cassette Player,Radio-Cassette Player,Radio-Kassettenspieler,Радио магнитофон,Radio-Cassette Player,Radio-Cassette Player,Radio-Cassette Player,Radio-Cassette,Lecteur Radio-K7,Radio-Cassette Player,Radio-Cassette Player,Rádio de fita cassete,Radio-Cassette Player
STR_HRS_Radio1,The vanilla Radio Player is back ! ** Can play only tapes **,The vanilla Radio Player is back ! ** Can play only tapes **,The vanilla Radio Player is back ! ** Can play only tapes **,Das Vanilla Radio ist zurück! ** kann nur Kasetten abspielen **,"Радио похоже сломано, но кассеты играет исправно",The vanilla Radio Player is back ! ** Can play only tapes **,The vanilla Radio Player is back ! ** Can play only tapes **,The vanilla Radio Player is back ! ** Can play only tapes **,El radiocassette está de vuelta!¡ ** Solo puede reproducir cintas **,Le Radio-K7 d’origine du jeu est de retour ! ** Ne peut lire que des cassettes **,The vanilla Radio Player is back ! ** Can play only tapes **,The vanilla Radio Player is back ! ** Can play only tapes **,O rádio vanilla está de volta ! ** Precisa de fitas cassete para funcionar **,The vanilla Radio Player is back ! ** Can play only tapes **
STR_HRS_RoarBox0,RoarBox,RoarBox,RoarBox,Bärbox,Рычалка,RoarBox,RoarBox,RoarBox,"Cajita ""Grrr""",Boite à Graaaouh,RoarBox,RoarBox,"Caixinha ""Rooar""",RoarBox
STR_HRS_RoarBox1,Useless but Fun… Shake it for a surprise…,Useless but Fun… Shake it for a surprise…,Useless but Fun… Shake it for a surprise…,Unnütz aber lustig... für eine Überraschung schütteln.,Бесполезно но прикольно,Useless but Fun… Shake it for a surprise…,Useless but Fun… Shake it for a surprise…,Useless but Fun… Shake it for a surprise…,Innecesario pero divertido. Agitalo para llevarte una sorpresa.,"Inutile, mais tellement drôle… Tournez pour avoir une surprise...",Useless but Fun… Shake it for a surprise…,Useless but Fun… Shake it for a surprise…,"Inútil, mas divertido ... Agite-o para uma surpresa ...",Useless but Fun… Shake it for a surprise…
STR_HRS_RopeSling0,Rope Rifle Sling,Rope Rifle Sling,Rope Rifle Sling,Gewehrschlinge,Ремень для оружия,Rope Rifle Sling,Rope Rifle Sling,Rope Rifle Sling,Portafusil de cuerda,Sangle à fusil en corde,Rope Rifle Sling,Rope Rifle Sling,Bandoleira improvisada,Rope Rifle Sling
STR_HRS_RopeSling1,A sling made with two ropes,A sling made with two ropes,A sling made with two ropes,A sling made with two ropes,"Ремень из двух верёвок, для удобной переноски огнестрела",A sling made with two ropes,A sling made with two ropes,A sling made with two ropes,A sling made with two ropes,Une sangle fabriquée avec deux cordes,A sling made with two ropes,A sling made with two ropes,Uma bandoleira improvisada feita com duas cordas.,A sling made with two ropes
STR_HRS_ScrapMetal0,Scrap Metal,Scrap Metal,Scrap Metal,Schrott,Металлический мусор,Scrap Metal,Scrap Metal,Scrap Metal,Chatarra,Morceaux de métal,Scrap Metal,Scrap Metal,Sucata,Scrap Metal
STR_HRS_ScrapMetal1,"Some metallic parts, can be worked with a tool like a hammer…","Some metallic parts, can be worked with a tool like a hammer…","Some metallic parts, can be worked with a tool like a hammer…","Schrott, kann mit einem Hammer bearbeitet werden.",Разные металлический хлам,"Some metallic parts, can be worked with a tool like a hammer…","Some metallic parts, can be worked with a tool like a hammer…","Some metallic parts, can be worked with a tool like a hammer…","Trozos de partes meticalicas, pueden servir para fabricar cosas con el martillo.","Quelques morceaux de métal qui peuvent être travaillés avec des outils, tels qu’un marteau par exemple.","Some metallic parts, can be worked with a tool like a hammer…","Some metallic parts, can be worked with a tool like a hammer…","Um amontoado de sucata velha, podem ser reaproveitadas com um martelo talvez...","Some metallic parts, can be worked with a tool like a hammer…"
STR_HRS_Shorty12_Barrel0,Shorty .12 Barrel,Shorty .12 Barrel,Shorty .12 Barrel,Shorty .12 Lauf,Стволы для самодельного дробовика,Shorty .12 Barrel,Shorty .12 Barrel,Shorty .12 Barrel,Cañón Shorty .12,Canon de Shorty .12,Shorty .12 Barrel,Shorty .12 Barrel,Cano de escopeta,Shorty .12 Barrel
STR_HRS_Shorty12_Barrel1,An improvised barrel with pipes,An improvised barrel with pipes,An improvised barrel with pipes,An improvised barrel with pipes,Импровизированные стволы из труб,An improvised barrel with pipes,An improvised barrel with pipes,An improvised barrel with pipes,An improvised barrel with pipes,Un canon improvisé avec des tubes de métal,An improvised barrel with pipes,An improvised barrel with pipes,Um cano cortado.,An improvised barrel with pipes
STR_HRS_Shorty12_Handle0,Shorty .12 Handle,Shorty .12 Handle,Shorty .12 Handle,Shorty .12 Griff,Рукоять для дробовика,Shorty .12 Handle,Shorty .12 Handle,Shorty .12 Handle,Mango Shorty .12,Poignée de Shorty .12,Shorty .12 Handle,Shorty .12 Handle,Corpo de escopeta,Shorty .12 Handle
STR_HRS_Shorty12_Handle1,A shotgun grip made with wood parts,A shotgun grip made with wood parts,A shotgun grip made with wood parts,A shotgun grip made with wood parts,Достаточно удобная рукоять для самодельного дробовика,A shotgun grip made with wood parts,A shotgun grip made with wood parts,A shotgun grip made with wood parts,A shotgun grip made with wood parts,Une poignée de fusil fabriquée avec des morceaux de bois,A shotgun grip made with wood parts,A shotgun grip made with wood parts,Cabo de espingarda feito com partes de madeira.,A shotgun grip made with wood parts
STR_HRS_Shorty12_Mecanism0,Shorty .12 Mecanism,Shorty .12 Mecanism,Shorty .12 Mecanism,Shorty .12 Mechanik,Механизм дробовика,Shorty .12 Mecanism,Shorty .12 Mecanism,Shorty .12 Mecanism,Mecanismo Shorty .12,Mécanisme de Shorty .12,Shorty .12 Mecanism,Shorty .12 Mecanism,Mecanismos de escopeta,Shorty .12 Mecanism
STR_HRS_Shorty12_Mecansm1,"A mecanisme for improvised shotgun, made with some metal parts","A mecanisme for improvised shotgun, made with some metal parts","A mecanisme for improvised shotgun, made with some metal parts","A mecanisme for improvised shotgun, made with some metal parts",Простой механизм собраный из хлама,"A mecanisme for improvised shotgun, made with some metal parts","A mecanisme for improvised shotgun, made with some metal parts","A mecanisme for improvised shotgun, made with some metal parts","A mecanisme for improvised shotgun, made with some metal parts",Un boitier de mécanisme pour fusil fabriqué avec des morceaux de métal,"A mecanisme for improvised shotgun, made with some metal parts","A mecanisme for improvised shotgun, made with some metal parts","Um mecanismo para espingarda improvisada, feito com algumas peças de metal.","A mecanisme for improvised shotgun, made with some metal parts"
STR_HRS_Shorty12_Woodgrip0,Shorty .12 Woodgrip,Shorty .12 Woodgrip,Shorty .12 Woodgrip,Shorty .12 Holzschaft,Ложе для дробовика,Shorty .12 Woodgrip,Shorty .12 Woodgrip,Shorty .12 Woodgrip,Empuñadura de Madera Shorty .12,Prise en main de Shorty .12,Shorty .12 Woodgrip,Shorty .12 Woodgrip,Empunhadura de escopeta,Shorty .12 Woodgrip
STR_HRS_Shorty12_Woodgrip1,A shotgun grip made with wood parts,A shotgun grip made with wood parts,A shotgun grip made with wood parts,A shotgun grip made with wood parts,Удобная деревянная основа для дробовика,A shotgun grip made with wood parts,A shotgun grip made with wood parts,A shotgun grip made with wood parts,A shotgun grip made with wood parts,Une poignée de fusil fabriquée avec des morceaux de bois,A shotgun grip made with wood parts,A shotgun grip made with wood parts,Cabo de espingarda feito com partes de madeira.,A shotgun grip made with wood parts
STR_HRS_Shorty120,Handmade « Shorty .12 » Shotgun,Handmade « Shorty .12 » Shotgun,Handmade « Shorty .12 » Shotgun,handgemachte Shorty .12 Schrotflinte,Самодельный дробовик  «Shorty .12»,Handmade « Shorty .12 » Shotgun,Handmade « Shorty .12 » Shotgun,Handmade « Shorty .12 » Shotgun,Escopeta « Shorty .12 » Hecha a mano,Shotgun « Shorty.12 » Artisanal,Handmade « Shorty .12 » Shotgun,Handmade « Shorty .12 » Shotgun,Escopeta « curta » .12 artesanal,Handmade « Shorty .12 » Shotgun
STR_HRS_Shorty121,"Take a pipe tube, a hacksaw, some scrap metal, a hammer, a firewood, a handsaw, Excellent! you got now the Frankenstein of short shotguns !","Take a pipe tube, a hacksaw, some scrap metal, a hammer, a firewood, a handsaw, Excellent! you got now the Frankenstein of short shotguns !","Take a pipe tube, a hacksaw, some scrap metal, a hammer, a firewood, a handsaw, Excellent! you got now the Frankenstein of short shotguns !","Nimm ein Metallrohr, eine Metallsäge, Schrott, einen Hammer, Feuerholz und eine Handsäge, exzellent. Und schon hast du einen Frankenstein unter den kurzen Schrotflinten!","Водопроводная труба, пила, немного хлама и дерева - и вот у вас в руках Франкенштейн из мира дробовиков!","Take a pipe tube, a hacksaw, some scrap metal, a hammer, a firewood, a handsaw, Excellent! you got now the Frankenstein of short shotguns !","Take a pipe tube, a hacksaw, some scrap metal, a hammer, a firewood, a handsaw, Excellent! you got now the Frankenstein of short shotguns !","Take a pipe tube, a hacksaw, some scrap metal, a hammer, a firewood, a handsaw, Excellent! you got now the Frankenstein of short shotguns !","¡Coge un tubo, una sierra de arco, algo de chatarra, un martillo, un trozo de leña, una sierra de mano, ¡Excelente! ya tienes el Frankenstein de las escopetas cortas!","Prenez un tube de tuyau, une scie à métaux, de la ferraille, un marteau, un bois de chauffage, une scie à main, Excellent! vous avez maintenant le Frankenstein des fusils de chasse courts!","Take a pipe tube, a hacksaw, some scrap metal, a hammer, a firewood, a handsaw, Excellent! you got now the Frankenstein of short shotguns !","Take a pipe tube, a hacksaw, some scrap metal, a hammer, a firewood, a handsaw, Excellent! you got now the Frankenstein of short shotguns !","Pegue um tubo, uma serra, um pouco de sucata, um martelo, uma lenha, um serrote, Excelente! você tem agora o Frankenstein de espingardas curtas!","Take a pipe tube, a hacksaw, some scrap metal, a hammer, a firewood, a handsaw, Excellent! you got now the Frankenstein of short shotguns !"
STR_HRS_Shovel_Handle0,Handmade Shovel Handle,Handmade Shovel Handle,Handmade Shovel Handle,handgemachter Schaufelstiel,Рукоять самодельной лопаты,Handmade Shovel Handle,Handmade Shovel Handle,Handmade Shovel Handle,Mango de pala hecha a mano,Manche de pelle,Handmade Shovel Handle,Handmade Shovel Handle,Cabo de pá improvisada,Handmade Shovel Handle
STR_HRS_Shovel_Handle1,A shovel handle made with wood parts,A shovel handle made with wood parts,A shovel handle made with wood parts,A shovel handle made with wood parts,Самодельная деревянная рукоять,A shovel handle made with wood parts,A shovel handle made with wood parts,A shovel handle made with wood parts,A shovel handle made with wood parts,Un manche de pelle fabriqué avec des morceaux de bois,A shovel handle made with wood parts,A shovel handle made with wood parts,Cabo de pá feito com partes de madeira.,A shovel handle made with wood parts
STR_HRS_Shovel_Head0,Handmade Shovel Head,Handmade Shovel Head,Handmade Shovel Head,handgemachter Schaufelkopf,Лезвие самодельной лопаты,Handmade Shovel Head,Handmade Shovel Head,Handmade Shovel Head,Cabeza de pala hecha a mano,Tête de pelle,Handmade Shovel Head,Handmade Shovel Head,Cabeça de pá improvisada,Handmade Shovel Head
STR_HRS_Shovel_Head1,A shovel head made with metal plates,A shovel head made with metal plates,A shovel head made with metal plates,A shovel head made with metal plates,Лезвие лопаты сделанное из металла,A shovel head made with metal plates,A shovel head made with metal plates,A shovel head made with metal plates,A shovel head made with metal plates,Une tête de pelle fabriquée avec des plaques de métal,A shovel head made with metal plates,A shovel head made with metal plates,Uma cabeça de pá feita com placas de metal.,A shovel head made with metal plates
STR_HRS_Shovel0,Handmade Shovel,Handmade Shovel,Handmade Shovel,handgemachte Schaufel,Самодельная лопата,Handmade Shovel,Handmade Shovel,Handmade Shovel,Pala hecha a mano,Pelle improvisée,Handmade Shovel,Handmade Shovel,Pá improvisada,Handmade Shovel
STR_HRS_Shovel1,The earliest known Shovels where used during the Neolithic Age and made out of bones.The earliest known wooden shovel was discovered at Alderley Edge copper mines in Cheshire and appears to date from 1750 BC.This one despite of the lack of durability will be quite usefull if u need to dig somewhere quickly in the wilderness.,The earliest known Shovels where used during the Neolithic Age and made out of bones.The earliest known wooden shovel was discovered at Alderley Edge copper mines in Cheshire and appears to date from 1750 BC.This one despite of the lack of durability will be quite usefull if u need to dig somewhere quickly in the wilderness.,The earliest known Shovels where used during the Neolithic Age and made out of bones.The earliest known wooden shovel was discovered at Alderley Edge copper mines in Cheshire and appears to date from 1750 BC.This one despite of the lack of durability will be quite usefull if u need to dig somewhere quickly in the wilderness.,"Die frühesten bekannten Schaufeln wurden während der Jungsteinzeit benutzt und waren aus Knochen hergestellt. Die frühesten Holzschaufeln wurden in den Alderley Edge Kupferminen in Cheshire gefunden (ungefähr 1750 BC). Trotz der geringen Haltbarkeit ist diese Schaufel sehr praktisch, wenn man schnell in der Wildnis graben muss.","Самые ранние известные лопаты использовались в эпоху неолита и были сделаны из костей. Самая ранняя из известных деревянных лопат была обнаружена на медных рудниках Олдерли-Эдж в Чешире и, по-видимому, датируется 1750 годом до нашей эры.",The earliest known Shovels where used during the Neolithic Age and made out of bones.The earliest known wooden shovel was discovered at Alderley Edge copper mines in Cheshire and appears to date from 1750 BC.This one despite of the lack of durability will be quite usefull if u need to dig somewhere quickly in the wilderness.,The earliest known Shovels where used during the Neolithic Age and made out of bones.The earliest known wooden shovel was discovered at Alderley Edge copper mines in Cheshire and appears to date from 1750 BC.This one despite of the lack of durability will be quite usefull if u need to dig somewhere quickly in the wilderness.,The earliest known Shovels where used during the Neolithic Age and made out of bones.The earliest known wooden shovel was discovered at Alderley Edge copper mines in Cheshire and appears to date from 1750 BC.This one despite of the lack of durability will be quite usefull if u need to dig somewhere quickly in the wilderness.,"La primera pala de madera conocida fue descubierta en las minas de cobre de Alderley Edge, en Cheshire, y parece datar del año 1750 a.C. Esta pala, a pesar de su poca durabilidad, será muy útil si necesita cavar rápidamente en algún lugar de la naturaleza.",Les premières pelles connues où utilisées pendant l’âge néolithique eaientt faites à partir d’os. La plus ancienne pelle en bois connue a été découverte dans les mines de cuivre d’Alderley Edge dans le Cheshire et semble dater de 1750 av. J.-C. Celle-ci en dépit du manque de durabilité sera très utile si vous avez besoin de creuser quelque part rapidement dans le désert.,The earliest known Shovels where used during the Neolithic Age and made out of bones.The earliest known wooden shovel was discovered at Alderley Edge copper mines in Cheshire and appears to date from 1750 BC.This one despite of the lack of durability will be quite usefull if u need to dig somewhere quickly in the wilderness.,The earliest known Shovels where used during the Neolithic Age and made out of bones.The earliest known wooden shovel was discovered at Alderley Edge copper mines in Cheshire and appears to date from 1750 BC.This one despite of the lack of durability will be quite usefull if u need to dig somewhere quickly in the wilderness.,"As primeiras pás conhecidas foram usadas durante o Neolítico e feitas de ossos. A pá de madeira mais antiga conhecida foi descoberta nas minas de cobre de Alderley Edge em Cheshire e parece datar de 1750 aC Esta, apesar da falta de durabilidade, será bastante útil. se vc precisa cavar em algum lugar rapidamente no deserto.",The earliest known Shovels where used during the Neolithic Age and made out of bones.The earliest known wooden shovel was discovered at Alderley Edge copper mines in Cheshire and appears to date from 1750 BC.This one despite of the lack of durability will be quite usefull if u need to dig somewhere quickly in the wilderness.
STR_HRS_SledgeHammer_Handle0,Handmade SledgeHammer Handle,Handmade SledgeHammer Handle,Handmade SledgeHammer Handle,handgemachter Vorschlaghammerstiel,Рукоять каменной кувалды,Handmade SledgeHammer Handle,Handmade SledgeHammer Handle,Handmade SledgeHammer Handle,Mango de maza hecha a mano,Manche de masse,Handmade SledgeHammer Handle,Handmade SledgeHammer Handle,Cabo de marreta improvisada,Handmade SledgeHammer Handle
